Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
197	46	Aspergillus niger	Fungus	2-nitropropane	398	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	benzonitrile	7505	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	thiazole	9256	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	dimethyl disulfide	12232	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	2-methylthiazole	77129	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	3-(methylthio)propanal	18635	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	dimethyl trisulfide	19310	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	2-acetylthiazole	520108	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	2-propionylthiazole	65288	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	(methylthio)methylbenzene	13016	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	benzothiazole	7222	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	2-tertiobutylthiophene	15528	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	S-methyl-oct-2-enethioate	85561742	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	\E0-phellandrene	7460	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	eucalyptol	2758	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	"2,6-dimethyl-7-octen-2-ol"	29096	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	dihydrolinalool	6548	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	"2,6-dimethyl-2-octanol "	86751	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	linalool	6549	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	fenchyl alcohol	15406	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	camphor	2537	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	verbenol	61126	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	5-methyl-2-(1-methylethyl)-cyclohexanone	6986	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	pinocarvone	121719	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	borneol	64685	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	menthol	16666	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	p-cymen-8-ol	14529	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	\E0-terpineol	17100	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	myrtenal	61130	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	verbenone	92874	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	linalyl acetate	8294	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	endobornyl acetate	6448	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	?-terpenyl acetate	88693	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	verdyl acetate	110655	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	calamenene	10224	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	\E0-calacorene	12302243	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	nerolidol	8888	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	torreyol	3084311	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	\E0-methylionone	5372174	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	2-pentanone	7895	SPME and GC x GC - ToFMS	reference strain															
197	46	Aspergillus niger	Fungus	3-methyl-2-pentanone	11262	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-ethylhexanoic acid	8697	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	octanoic acid	379	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	nonanoic acid	8158	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-propanol	1031	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-butanol	6568	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isobutanol	6560	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-butanol	263	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-pentanol	22386	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isopentanol	31260	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-pentanol	6276	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-hexanol	8103	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-hepten-3-ol	21057	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-heptanol	11520	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-Heptanol	8129	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-hepten-1-ol	36504	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-octen-3-ol	18827	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"octa-1,5-dien-3-ol"	6430307	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-octanol	11527	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-ethyl-1-hexanol	7720	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	5-methyl-1-heptanol	138963	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-octen-1-ol	5318599	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-nonen-3-ol	89560	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-octanol	957	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-decen-1-ol	5364942	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-decanol	8174	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,4-undecadien-1-ol"	5362760	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-undecanol	15448	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-butyl-1-octanol	19800	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-dodecanol	8193	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-phenylisopropanol	12053	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"4-ethyl-1,3-benzenediol"	17927	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-phenylethanol	6054	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2-(1,1-dimethylethyl)-4-methylphenol"	17004	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,4-bis(1,1-dimethylethyl)phenol"	528937	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	butylhydroxytoluene	31404	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-methylbutanal	11552	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-butenal	447466	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	pentanal	8063	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	hexanal	6184	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-hexenal	643139	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	heptanal	8130	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-heptenal	5283316	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	octanal	454	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	(E)-2-octenal	5283324	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	nonanal	31289	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-nonenal	5283335	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	4-decenal	61875	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	decanal	8175	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-decenal	19801	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"(E,E)-2,4-decadienal"	5283349	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	undecanal	8186	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-undecenal	5283356	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dodecanal	8194	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	tridecanal	25311	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzaldehyde	240	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-phenylacetaldehyde	998	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-hydroxybenzaldehyde	6998	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-methylbenzaldehyde	10722	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	4-methylbenzaldehyde	7725	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-phenylpropenal	10312	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"3,5-dimethylbenzaldehyde"	34225	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	4-(1-methylethyl)-benzaldehyde	326	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	lily aldehyde	228987	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl propenoate	8821	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	methyl methacrylate	6658	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isobutyl acetate	8038	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	n-butyl acetate	31272	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isoamyl acetate	31276	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isobutyl butyrate	10885	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl hexanoate	31265	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	pentyl propanate	12217	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isoamyl butyrate	7795	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl heptanoate	7797	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-methylheptyl acetate	537686	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl octanoate	7799	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl nonanoate	31251	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	4-tert-butylcyclohexyl acetate	36081	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"3-hydroxy-2,4,4-trimethylpentyl 2-methyl-propanoate"	551387	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl decanoate	8048	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-tridecanyl propionate	545559	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isopropyl tetradecanoate	8042	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	methyl benzoate	7150	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzyl acetate	8785	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl benzoate	7165	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	phenylethyl acetate	62341	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-phenylethyl acetate	7654	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dimethylphenethyl acetate	9024	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	isobutyl benzoate	61048	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	methyl 2-methyl-4-phenyl butanoate	560433	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	methyl 5-phenylvalerate	262942	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethyl-5-phenyl-2-pentenoate	5368479	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	vinyl (2-butoxy)ethyl ether	20207	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-methoxy-3-methyl-benzene	7530	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-methoxyethylbenzene	19089	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"(1,1-dimethylethoxy)methylbenzene"	102601097	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,1-oxybis-benzene"	7583	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dimethoxymethyl-tert-butylbenzene	not available	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	heptane	8900	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,4-dimethylheptane"	16656	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,3-octadiene"	517653	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dodecane	8182	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	tridecane	12388	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	tetradecane	12389	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	pentadecane	12391	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	hexadecane	11006	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	heptadecane	12398	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	octadecane	11635	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	nonadecane	12401	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzene	241	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	toluene	1140	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	ethylbenzene	7500	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	m-xylene	7929	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	o-xylene	7237	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-methylethylbenzene	7406	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	propylbenzene	7668	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-ethyl-4-methylbenzene	12160	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-ethyl-2-methylbenzene	11903	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	(1-methylethenyl)benzene	7407	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,3,5-trimethylbenzene"	7947	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-propenylbenzene	252325	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-methyl-2-(1-methylethyl)benzene	10703	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,2,3-trimethylbenzene"	10686	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2-ethyl-1,4-dimethylbenzene"	15653	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1-ethyl-2,3-dimethylbenzene"	13621	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-phenyl-1-butene	5370622	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,2,4,5-tetramethylbenzene"	7269	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	diethenylbenzene	66666	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	biphenyl	7095	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	bibenzyl	7647	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2-methyl-6-phenyl-1,6-heptadiene"	not available	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,1-diethylpropylbenzene"	20136	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,1-(1,3-propanediyl)bis-benzene"	14125	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-propylheptylbenzene	20658	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-pentylhexylbenzene	20660	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-ethylcyclohexene	73937	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"1,2-propadienylcyclohexane"	21873	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	acetone	180	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,3-butanedione"	650	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,3-pentanedione"	11747	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-heptanone	7802	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	5-hepten-2-one	5363108	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-octen-3-one	61346	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	6-methyl-5-hepten-2-one	9862	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	5-ethyl-2-heptanone	3084772	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	(E)-3-nonen-2-one	5317045	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-nonanone	13187	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"6-methyl-3,5-heptadien-2-one"	5370101	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-decanone	12741	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	3-undecanone	75189	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	5-ethyl-4-methyl-5-hepten-3-one	5365028	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-undecanone	8163	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	2-dodecanone	22556	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"6,10-dimethyl-,5,9-undecadien-2-one"	1549778	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	acetophenone	7410	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-(4-methylphenyl)ethanone	8500	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	4-isopropylacetophenone	12578	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzophenone	3102	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzonitrile	7505	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-nitrohexane	12589	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	N-ethyl-benzenamine	7670	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"N,N-dibutyl-formamide"	12975	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,4-di-t-butyl-6-nitro-phenol"	616897	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	thiazole	9256	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dimethyl disulfide	12232	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dimethyl trisulfide	19310	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	1-(3-thienyl)-2-propanone	not available	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzo[b]thiophene	7221	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	benzothiazole	7222	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	cyclohexyl isothiocyanate	14289	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-phellandrene	7460	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,6-dimethylbicyclo[3.2.1]octane"	557178	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"6,6-dimethyl-3-methylenebicyclo[3.1.1]heptane"	564541	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,6-dimethyl-7-octen-2-ol"	29096	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,6-dimethyl-1,7-octadien-3-ol "	90789	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	dihydrolinalool	6548	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"2,6-dimethyl-2-octanol "	86751	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	linalool	6549	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	fenchyl alcohol	15406	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	menthol	16666	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-terpineol	17100	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	endobornyl acetate	6448	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	?-terpenyl acetate	88693	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	verdyl acetate	110655	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	valencene	9855795	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\EB-cadinene	441005	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	calamenene	10224	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-bisabolene	10104370	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-calacorene	12302243	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	patchulane	29408	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	"4,5,9,10-dehydro-isolongifolene"	588771	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	longicamphenylone	91747202	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	torreyol	3084311	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	cedrol	65575	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E7-cadinol	160799	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-bisabolene epoxide	91753445	SPME and GC x GC - ToFMS	reference strain															
198	46	Aspergillus niger	Fungus	\E0-methylionone	5372174	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	tetradecanoic acid	11005	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	pentadecanoic acid	13849	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-butanol	263	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	isopentanol	31260	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-pentanol	6276	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-hexanol	8103	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	4-hexen-1-ol	641248	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-hepten-3-ol	21057	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-heptanol	11520	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	butoxypropanol	3032854	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-Heptanol	8129	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-hepten-1-ol	36504	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-octen-3-ol	18827	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	"octa-1,5-dien-3-ol"	6430307	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	6-methyl-5-hepten-2-ol	20745	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	3-octanol	11527	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-ethyl-1-hexanol	7720	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-octen-1-ol	5318599	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-octanol	957	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	2-nonanol	12367	SPME and GC x GC - ToFMS	reference strain															
199	46	Aspergillus niger	Fungus	1-octen-4-ol	142471	SPME and GC x GC - ToFMS	reference strain															
